Company,Title,Price,Volume,High,Low
Nordic American Tankers,NAT,1.94,"6,650,254",2.11,1.86
Nordstrom,JWN,48.41,"5,587,525",49.11,46.64
Norfolk Southern,NSC,135.78,"7,318,605",137.77,131.81
No Amer Engy Ptnrs,NOA,5.30,"179,497",5.60,5.15
North Eur Oil Royalty Tr,NRT,8.28,"69,592",8.53,8.15
Northrop Grumman,NOC,349.12,"4,044,651",358.50,341.72
NorthStar Realty Europe,NRE,13.02,"1,669,369",13.21,12.54
NorthWestern,NWE,53.80,"1,903,907",54.19,51.63
Northwest Natural Gas,NWN,57.65,"561,493",58.35,55.35
Norwegian Cruise Line,NCLH,52.97,"11,332,904",54.16,51.31
Novartis ADR,NVS,80.85,"5,812,712",82.02,78.68
Novo Nordisk ADR,NVO,49.25,"4,927,863",50.02,48.36
NOW Inc.,DNOW,10.22,"4,267,165",10.48,9.67
NRG Energy,NRG,30.53,"23,123,287",31.14,29.79
NRG Yield Cl A,NYLD.A,16.44,"698,992",16.85,16.39
NRG Yield Cl C,NYLD,17.00,"2,815,156",17.40,16.90
NTT DoCoMo ADR,DCM,25.57,"763,793",25.77,25.24
Nucor,NUE,61.09,"9,431,909",61.81,58.74
NuShares Enh Yd 1-5 Y,NUSA,24.50,"1,107",24.52,24.50
NuShares Enh Yield US Bd,NUAG,23.90,"33,065",23.93,23.73
NuShares ESG US Agg Bd,NUBD,24.32,"74,416",24.55,24.30
Nu Skin Enterprises Cl A,NUS,73.71,"2,020,404",74.50,71.91
NuSTAR Energy,NS,20.39,"2,464,913",20.57,19.21
NuSTAR Energy Pfd. B,NS.PB,21.80,"63,566",22.00,21.18
NuSTAR Energy Pfd. C,NS.PC,23.49,"150,064",23.49,23.10
NuSTAR Energy Pfd. A,NS.PA,23.18,"53,629",23.19,22.66
NuSTAR GP,NSH,11.55,"996,141",11.80,11.00
NuSTAR 7.625% Nts 2043,NSS,25.25,"115,235",25.60,25.06
Nutrien,NTR,47.26,"7,718,708",48.00,45.77
Nuveen All Cap Energy MLP,JMLP,7.07,"324,401",7.08,6.79
Nuveen AMT-Free Mun,NVG,14.51,"1,419,613",14.53,14.32
Nuveen AMT-Free Mun Value,NUW,15.93,"126,346",16.04,15.80
Nuveen AMT-Free Quality,NEA,13.00,"1,468,298",13.01,12.84
Nuveen AZ Quality Muni,NAZ,13.47,"81,471",13.55,13.46
Nuveen Build Am Bd Fd,NBB,20.79,"197,196",20.79,20.35
Nuveen Build Am Bd Opp Fd,NBD,22.06,"34,319",22.32,21.86
Nuveen CA AMT-Free Qual,NKX,13.54,"525,013",13.55,13.44
Nuveen CA Muni Value,NCA,9.33,"297,013",9.34,9.16
Nuveen CA Mun Value Fd 2,NCB,16.03,"23,354",16.03,15.42
Nuveen CA Quality Muni,NAC,13.39,"1,536,986",13.42,13.30
Nuveen Ins CA,NXC,13.90,"72,730",13.91,13.79
Nuveen CT Qual Muni,NTC,11.50,"569,098",11.55,11.38
Nuveen Core Eq Alpha,JCE,14.60,"159,745",14.67,14.29
Nuveen Credit Opps 2022,JCO,9.62,"634,577",9.62,9.34
Nuveen Credit Strt Inc Fd,JQC,7.94,"1,708,993",7.97,7.91
Nuveen Diversified Div,JDD,12.11,"220,578",12.11,11.66
Nuveen Dow 30 Dynamic,DIAX,17.77,"548,918",17.79,17.42
Nuveen EM Debt 2022,JEMD,8.99,"238,457",9.02,8.84
Nuveen Engy MLP Fd,JMF,9.98,"1,055,470",10.10,9.65
Nuveen Enhncd Mun Val Fd,NEV,13.34,"243,535",13.39,13.26
NuvFloatRteInco Fd,JFR,10.89,"420,268",10.89,10.80
Nuv Float Rte Opp Fd,JRO,10.92,"621,990",10.92,10.82
Nuveen GA Qual Muni,NKG,11.51,"358,691",11.59,11.39
Nuveen Gl Hi Incm Fd,JGH,16.12,"176,206",16.19,15.95
Nuveen High Incm Dec18,JHA,9.79,"281,491",9.88,9.78
Nuveen High Incm Dec19,JHD,9.85,"155,343",9.86,9.79
Nuveen Hi Incm Nov 2021,JHB,9.67,"356,721",9.67,9.57
Nuveen Hi Incm 2020,JHY,9.81,"115,601",9.88,9.78
Nuveen Intermed Dur Mun,NID,12.56,"272,583",12.64,12.35
Nuv Inter Duration Qlty,NIQ,12.56,"71,918",12.60,12.32
Nuveen MD Qual Muni,NMY,12.10,"146,436",12.11,11.95
Nuveen MA Qual Muni,NMT,13.00,"36,613",13.00,12.85
Nuveen MI Qual Muni,NUM,12.67,"114,600",12.70,12.55
Nuveen MN Qual Muni,NMS,14.16,"84,761",15.15,13.63
Nuveen MO Qual Muni,NOM,13.62,"7,053",13.68,13.49
Nuveen Mtg Opp Term Fd,JLS,23.75,"240,654",23.90,23.34
Nuveen Mtg Opp Term Fd 2,JMT,22.61,"32,264",22.66,22.48
Nuveen Multi-Market Incm,JMM,7.21,"97,463",7.24,6.60
Nuveen Mun Credit Incm Fd,NZF,14.14,"969,533",14.16,13.96
NuveenMuniIncoOpp Fd,NMZ,12.50,"685,471",12.54,12.40
Nuveen Muni Income Fund,NMI,11.64,"43,487",11.78,11.45
Nuveen Muni 2021 Target,NHA,9.34,"59,563",9.43,9.32
Nuveen Muni Value Fund,NUV,9.47,"1,520,453",9.50,9.37
Nuveen NJ Munl Value Fund,NJV,13.38,"20,836",13.57,13.17
Nuveen NJ Qual Muni,NXJ,13.05,"338,604",13.06,12.98
Nuveen NY AMT-Free,NRK,12.16,"556,918",12.18,12.04
Nuveen NY Muni Value Fund,NNY,9.19,"106,752",9.30,9.16
Nuveen NY Mun Value 2,NYV,13.62,"17,441",13.83,13.55
Nuveen NY Qual Muni,NAN,12.69,"225,829",12.75,12.59
Nuveen Insured NY Select,NXN,12.98,"76,259",13.03,12.59
Nuveen NC Qual Muni,NNC,12.27,"150,042",12.33,12.21
Nuveen OH Qual Muni,NUO,13.71,"153,489",13.78,13.67
Nuveen PA Mun Value Fund,NPN,14.47,"3,207",14.55,14.29
Nuveen PA Qual Muni,NQP,12.52,"283,437",12.55,12.37
Nuveen Preferred&Incm;,JPI,23.71,"275,756",23.89,23.27
Nuveen Pfd&Incm; Opps Fd,JPC,10.01,"1,700,736",10.04,9.66
Nuveen Pfd&Incm; Secs Fd,JPS,9.78,"3,963,562",9.79,9.34
Nuveen Pfd&Incm; 2022,JPT,24.49,"100,518",24.78,24.08
Nuveen Qual Mun Incm Fd,NAD,13.14,"1,522,636",13.14,12.94
Nuveen Real Asset Income,JRI,16.22,"320,955",16.40,16.00
Nuveen Real Est Incm Fd,JRS,9.74,"336,151",9.79,9.39
Nuveen S&P; 500 Buy-Write,BXMX,13.32,"810,476",13.35,13.02
Nuv S&P; 500 Dyn Overwrite,SPXX,17.11,"352,297",17.52,16.90
Nuveen Select Maturities,NIM,9.69,"99,469",9.70,9.57
Nuveen Sel Tax Free,NXP,14.02,"81,484",14.08,13.90
Nuveen Sel TF,NXQ,13.47,"97,871",13.58,13.40
Nuveen Sel 3,NXR,14.23,"92,269",14.45,14.18
Nuveen Senior Income Fund,NSL,6.55,"469,748",6.58,6.45
Nuveen Shrt Dur Cr Opp Fd,JSD,16.89,"194,965",16.89,16.55
Nuv Tax-Adv Div Gr,JTD,16.37,"276,633",16.40,15.87
NuveenTaxAdv,JTA,13.01,"139,043",13.13,12.85
Nuveen TX Qual Muni,NTX,13.19,"50,226",13.19,13.09
Nuveen VA Qual Muni,NPV,12.36,"98,136",12.40,12.20
NVR Inc,NVR,3029.08,"96,619",3083.97,2960.02
NYSE Pickens Oil Response,BOON,24.84,"13,976",25.07,24.30
Oaktree Capital Group,OAK,39.60,"1,031,896",40.20,39.40
Oaktree Spec Nts 2024,OSLE,25.00,"40,243",25.29,24.99
Oasis Midstream Partners,OMP,17.71,"243,906",17.85,16.36
Oasis Petroleum,OAS,8.10,"35,134,595",8.54,7.97
Obsidian Energy,OBE,.98,"3,730,354",1.00,.90
Occidental Petroleum,OXY,64.96,"27,391,294",67.62,62.98
Oceaneering Intl,OII,18.54,"4,266,483",19.63,17.85
Och-Ziff Capital Mgmt,OZM,2.67,"1,413,629",2.77,2.65
OCI Partners,OCIP,9.15,"58,474",9.25,8.90
Ocwen Financial,OCN,4.12,"4,351,891",4.26,3.96
OFG Bancorp,OFG,10.45,"1,140,301",11.15,10.45
OFG Bancorp 7% Pfd B,OFG.PB,23.05,"20,126",23.07,22.57
OFG Bancorp Pfd A,OFG.PA,23.74,"5,491",23.99,23.35
OFG Bancorp Pfd D,OFG.PD,23.56,"14,480",24.28,23.25
OGE Energy,OGE,32.77,"5,310,540",32.83,31.43
Oil-Dri of America,ODC,40.19,"50,946",40.78,36.88
Oil States Intl,OIS,26.20,"4,048,999",27.20,25.38
Oi ADR,OIBR.C,5.93,"434,237",6.15,5.42
Old Republic Intl,ORI,21.45,"5,818,459",21.58,20.80
Olin Corp,OLN,30.39,"7,290,309",31.24,29.67
Omega Hlthcare Investors,OHI,27.04,"8,693,375",27.36,25.73
Omnicom Group,OMC,72.67,"7,973,491",74.17,70.26
Omnova Solutions,OMN,10.50,"1,191,014",11.50,10.45
On Assignment,ASGN,81.88,"1,346,935",82.86,79.11
On Deck Capital,ONDK,5.59,"2,640,091",5.67,5.24
ONE Gas,OGS,66.02,"1,136,632",66.30,63.60
One Liberty Properties,OLP,22.10,"435,536",24.21,21.94
One Madison,OMAD.U,10.00,"60,434",10.01,9.99
One Madison Cl A,OMAD,9.55,"33,350",9.65,9.55
One Madison Wt,OMAD.WS,.91,"172,514",1.00,.85
OneMain Holdings,OMF,29.94,"2,334,246",30.30,28.73
Oneok Inc,OKE,56.92,"11,880,066",57.87,55.50
OneSmart Intl Educ ADR,ONE,10.75,"7,305,915",11.13,10.06
Ooma,OOMA,10.90,"274,392",11.40,10.75
Oppenheimer ESG Revenue,ESGL,30.00,567,30.00,30.00
Oppenheimer Fcls Sect Rev,RWW,67.59,"15,968",67.81,65.85
Oppenheimer Gl ESG Rev,ESGF,30.99,"5,705",31.05,30.66
Oppenheimer Holdings A,OPY,25.75,"204,419",26.55,25.20
Oppenheimer LgCp Revenue,RWL,49.82,"231,358",50.12,48.90
Oppenheimer MdCp Revenue,RWK,58.94,"34,448",59.13,57.70
Oppenheimer Small-Cap Rev,RWJ,67.81,"56,040",68.33,66.74
Oppenheimer Ultra Div Rev,RDIV,35.08,"211,930",35.11,34.11
Oracle,ORCL,45.75,"75,653,052",46.82,44.51
Orange ADR,ORAN,17.08,"1,032,667",17.12,16.70
Orbital ATK,OA,132.61,"1,107,028",132.70,132.31
Orchid Island Capital,ORC,7.37,"3,446,268",7.48,7.22
Orion Engineered Carbons,OEC,27.10,"1,764,953",27.15,25.65
Orion Group Holdings,ORN,6.59,"388,957",7.18,6.25
Orix ADR,IX,89.86,"109,041",90.07,86.90
Ormat Technologies,ORA,56.38,"918,417",58.13,55.45
OSh FTSE AsiaPac Qlty Div,OASI,29.93,"6,800",29.98,27.98
OShs FTSE Eur Quality Div,OEUR,24.60,"53,467",24.69,23.78
O'Shares FTSE Russ Intl,ONTL,26.67,"11,568",26.82,26.24
O'Shares FTSE Russ SC Qu,OUSM,25.96,"120,254",26.02,25.44
OShs FTSE US Quality Div,OUSA,30.51,"249,734",30.61,29.94
Oshkosh,OSK,77.27,"2,497,075",79.58,75.94
Osisko Gold Royalties,OR,9.67,"2,221,681",9.75,9.44
Outfront Media,OUT,18.74,"7,324,600",19.00,18.47
Overseas Shipholding Cl A,OSG,2.84,"3,355,146",2.92,2.53
Owens&Minor;,OMI,15.55,"3,002,900",15.69,14.57
Owens Corning,OC,80.40,"6,144,200",83.99,79.14
Owens-Illinois,OI,21.66,"4,530,477",21.84,21.19
Oxford Industries,OXM,74.56,"878,202",80.29,72.05
Pacific Coast Oil Trust,ROYT,2.11,"609,691",2.16,2.02
Packaging Corp Amer,PKG,112.70,"3,166,779",115.03,109.35
PagSeguro Digital,PAGS,38.32,"13,351,483",39.97,35.69
Palo Alto Networks,PANW,181.52,"5,216,908",189.22,175.52
Pampa Energia ADR,PAM,59.60,"811,969",62.20,58.78
Pandora Media,P,5.03,"35,379,147",5.43,4.83
Panhandle Oil&Gas;,PHX,19.30,"97,727",19.75,18.40
Paramount Group,PGRE,14.24,"3,962,627",14.35,13.79
Park Electrochemical,PKE,16.84,"390,623",17.22,16.61
Parker Drilling,PKD,.63,"3,220,937",.74,.61
Parker Hannifin,PH,171.03,"4,811,240",175.64,167.50
Park Hotels&Resorts;,PK,27.02,"8,589,066",27.04,26.24
Par Pacific Holdings,PARR,17.17,"1,011,337",17.98,16.77
Parsley Energy Cl A,PE,28.99,"30,294,599",29.23,26.72
Par Technology,PAR,14.09,"769,322",14.25,10.95
PartnerRe Pfd. F,PRE.PF,25.23,"20,527",25.54,25.13
PartnerRe Pfd. I,PRE.PI,25.71,"10,516",25.95,25.68
PartnerRe Pfd. G,PRE.PG,26.43,"19,052",26.75,26.40
PartnerRe Pfd. H,PRE.PH,27.80,"114,413",28.02,27.66
Party City Holdco,PRTY,15.60,"4,081,821",16.05,15.30
Paycom Software,PAYC,107.39,"3,938,482",115.48,103.84
PBF Energy,PBF,33.90,"8,109,076",34.37,33.03
PBF Logistics,PBFX,18.45,"241,215",19.00,17.75
PCM Fund,PCM,11.32,"258,985",11.53,11.04
Peabody Energy,BTU,36.50,"4,474,823",39.83,36.25
Pearson ADR,PSO,10.53,"1,220,273",10.80,10.46
Pebblebrook Hotel Trust,PEB,34.35,"4,616,395",35.39,33.12
Pebblebrook Hotel Pfd D,PEB.PD,24.70,"41,003",25.27,24.70
Pebblebrook Hotel Pfd C,PEB.PC,24.40,"37,170",24.96,24.40
Pembina Pipeline,PBA,31.23,"2,380,985",31.34,30.57
Pengrowth Energy,PGH,.64,"906,568",.67,.61
JC Penney,JCP,3.02,"60,564,656",3.11,2.81
Pennsylvania REIT,PEI,9.65,"4,900,208",9.96,9.20
Pennsylvania REIT Pfd. D,PEI.PD,20.00,"117,877",20.14,19.01
PA REIT Perp. Pfd. B,PEI.PB,21.25,"88,465",21.60,20.21
Pennsylvania REIT Pfd C,PEI.PC,20.74,"297,081",20.89,19.44
PennyMac Finl Svcs Cl A,PFSI,22.65,"702,747",23.10,22.40
PennyMac Mtg Inv Pfd. A,PMT.PA,25.46,"34,374",25.54,25.26
PennyMac Mortgage Inv Tr,PMT,18.03,"2,080,240",18.11,17.60
PennyMac Mtg 8% Pfd B,PMT.PB,25.03,"63,028",25.08,24.92
Penske Automotive,PAG,44.33,"2,558,390",44.50,42.43
Pentair PLC,PNR,68.13,"4,784,201",69.66,67.42
Penumbra,PEN,115.65,"1,961,284",122.95,113.45
Performance Food Group,PFGC,29.85,"2,223,058",30.40,29.30
PerkinElmer,PKI,75.72,"2,970,585",76.64,74.10
Permian Basin Royalty Tr,PBT,9.65,"428,537",9.75,9.45
Perrigo,PRGO,83.34,"3,642,356",84.30,79.57
Petrobras Argentina ADR,PZE,11.80,"97,293",12.07,11.48
PetroChina ADR,PTR,69.74,"420,375",70.40,68.53
Petroleo Brasileiro ADR,PBR,14.14,"55,368,831",14.62,13.63
Petroleo Brasileiro ADR A,PBR.A,12.99,"23,797,702",13.45,12.59
PetroQuest Energy,PQ,.58,"3,151,495",1.01,.58
Pfizer,PFE,35.49,"98,850,050",35.81,34.32
PG&E;,PCG,43.93,"19,513,073",44.24,42.64
PGT Innovations,PGTI,18.65,"1,248,022",18.90,18.10
PHH Corp,PHH,10.46,"1,298,082",10.56,10.43
Philip Morris Intl,PM,99.40,"23,379,107",101.01,95.97
Phillips 66,PSX,95.92,"6,911,702",97.29,93.99
Phillips 66 Partners,PSXP,47.78,"881,024",48.40,45.51
Phoenix New Media ADR,FENG,4.35,"1,267,193",4.45,4.13
Physicians Realty Trust,DOC,15.57,"5,872,805",15.65,14.68
Piedmont Office Realty A,PDM,17.59,"5,016,178",17.80,16.85
Pier 1 Imports,PIR,3.22,"5,901,286",3.24,2.91
PIMCO 25+ Yr Zero Coup,ZROZ,114.95,"112,914",115.24,111.24
PIMCO Active Bond ETF,BOND,104.23,"431,315",104.37,103.48
PIMCO Broad U.S. TIPS Idx,TIPZ,57.66,"6,193",57.69,57.32
PIMCO California Muni,PCQ,14.72,"246,449",14.81,14.58
PIMCO California Mun II,PCK,8.23,"211,804",8.23,8.06
PIMCO California Mun III,PZC,9.65,"165,453",9.73,9.55
PIMCO Corporate&Incm;,PTY,16.92,"1,271,672",16.98,16.60
PIMCO Corporate&Incm;,PCN,16.57,"356,358",16.59,16.07
PIMCO Dynamic Credit,PCI,22.88,"2,286,186",23.19,22.86
PIMCO Dynamic Income Fund,PDI,30.84,"788,598",30.94,30.62
PIMCO Enh Low Duration,LDUR,99.95,"96,207",100.00,99.65
PIMCO Enh Shrt Maturity,MINT,101.55,"4,336,459",101.58,101.52
PIMCO 15+ Yr US TIPS Idx,LTPZ,67.12,"69,329",67.28,65.82
PIMCO Global StocksPLUS,PGP,13.43,"188,510",13.79,13.16
PIMCO HiInco,PHK,7.58,"2,702,722",7.66,7.52
PIMCO Income Opportunity,PKO,26.17,"225,157",26.35,25.82
PIMCO Inco Str Fd,PFL,11.69,"283,687",11.73,11.48
PIMCO Incm Strategy Fd II,PFN,10.43,"826,018",10.50,10.37
PIMCO Intermediate Mun Bd,MUNI,52.79,"57,990",52.94,52.64
PIMCO Inv Grade Corp Bd,CORP,102.27,"123,986",102.44,101.38
PIMCO MuniFd,PMF,12.53,"230,914",12.59,12.30
Pimco Muni Inc II,PML,12.61,"643,766",12.64,12.28
PIMCO Muni Inc III,PMX,11.37,"249,662",11.41,11.06
PIMCO NY Muni,PNF,11.59,"65,589",11.62,11.41
PIMCO NY Muni II,PNI,10.75,"83,274",10.78,10.70
PIMCO NY Muni III,PYN,8.73,"60,499",8.74,8.60
PIMCO 1-5 Yr US TIPS Idx,STPZ,51.99,"994,168",52.06,51.88
PIMCO 1-3 US Trea Idx,TUZ,50.07,"17,219",50.12,50.02
PIMCO Dyn Mult EM,MFEM,26.50,"60,752",26.60,25.97
PIMCO Dyn Multi Intl,MFDX,26.44,"9,631",26.49,26.00
PIMCO Dyn Mult US,MFUS,27.37,"23,473",27.55,26.93
PIMCO Short Term Mun Bd,SMMU,49.72,"42,323",49.90,49.67
PIMCO Strat Income Fund,RCS,9.28,"423,525",9.30,9.02
PIMCO 0-5 Hi Yd Corp,HYS,99.66,"1,136,507",99.82,99.32
Pinnacle Foods,PF,54.10,"4,394,531",55.22,53.17
Pinnacle West Capital,PNW,79.80,"3,373,836",80.21,77.73
Pioneer Energy Services,PES,2.70,"3,187,483",3.10,2.40
Pioneer Floating Rate Tr,PHD,11.65,"296,681",11.68,11.46
Pioneer High Income Trust,PHT,9.39,"348,660",9.41,9.29
Pioneer Mun Hi Inc Adv Tr,MAV,10.72,"307,246",10.75,10.59
Pioneer Mun Hi Incm Tr,MHI,11.25,"248,352",11.29,11.10
Pioneer Natural Resources,PXD,171.78,"6,285,665",176.89,167.04
Piper Jaffray,PJC,83.05,"430,438",85.25,79.95
Pitney Bowes,PBI,10.89,"5,907,042",11.54,10.84
Pitney Bowes Nts 2043,PBI.PB,24.90,"55,600",24.98,24.60
PJT Partners,PJT,50.10,"629,173",50.30,48.34
Plains All Amer Pipeline,PAA,22.03,"10,566,692",22.25,21.09
Plains GP Holdings,PAGP,21.75,"6,513,834",22.11,21.04
Planet Fitness Cl A,PLNT,37.77,"4,092,200",38.86,36.91
Plantronics,PLT,60.37,"1,411,771",61.86,54.68
Platform Specialty,PAH,9.63,"12,578,385",9.97,9.44
PlayAGS,AGS,23.26,"941,934",23.69,20.87
PLDT ADR,PHI,28.37,"424,940",28.58,27.13
Ply Gem Holdings,PGEM,21.60,"2,357,306",21.65,21.55
PNC Fincl Svcs,PNC,151.24,"8,984,049",154.19,147.86
PNC Finl Svs Dep. Pfd. P,PNC.PP,28.07,"283,708",28.09,27.80
PNC Finl Svs Grp Pfd. Q,PNC.PQ,25.09,"78,139",25.10,24.94
PNC Finl Svcs Grp Wt,PNC.WS,84.02,"16,297",85.85,80.89
PNM Resources,PNM,38.25,"2,519,685",38.70,36.73
Polaris Industries,PII,114.52,"2,120,213",116.40,111.89
PolyOne,POL,42.52,"1,177,159",43.08,41.60
Portfolio+ Developed Mkts,PPDM,24.57,"29,011",24.69,24.05
Portfolio+ Emg Mkts,PPEM,24.30,"42,566",24.64,23.74
Portfolio+ S&P; 500 ETF,PPLC,35.55,"12,048",35.96,34.90
Portfolio+ S&P; Mid Cap,PPMC,25.04,"29,381",25.19,24.49
Portfolio+ S&P; Small Cap,PPSC,35.87,"10,617",36.18,35.25
Portfolio+ Total Bd Mkts,PPTB,25.18,"26,839",25.22,25.04
Portland General Electric,POR,40.51,"2,944,864",40.76,39.27
POSCO ADR,PKX,78.85,"1,031,294",80.43,74.91
Post Holdings,POST,75.76,"3,037,152",76.67,72.60
PwrShs Active US Real Es,PSR,76.51,"6,800",76.84,74.60
PowerShs Aerospace,PPA,56.78,"408,128",57.86,55.67
PowerSh CA AMT-Fr Mun Bd,PWZ,25.67,"340,232",25.77,25.63
PwrShrs CEF Inco Comp Ptf,PCEF,22.96,"292,398",23.00,22.72
ChineseYuanDimSumBd,DSUM,24.34,"71,405",24.58,24.16
PwrShrs Cleantech,PZD,42.95,"22,443",43.48,42.08
PowerShares DB Agric Fd,DBA,18.81,"2,711,134",18.91,18.59
PwrShs DB Base Mtls Fd,DBB,18.20,"598,920",18.34,18.11
PwrShs DB Com Track,DBC,16.98,"10,392,605",17.02,16.76
PowerShares DB Energy Fd,DBE,15.27,"368,798",15.36,15.07
PwrShs DB G10 Cur Harvest,DBV,23.60,"2,015",23.73,23.02
PowerShares DB Gold Fund,DGL,42.00,"40,206",42.95,41.87
PowerShares DB Oil Fund,DBO,11.17,"3,042,539",11.28,11.00
PowerShs DB Prec Mtls Fd,DBP,38.65,"62,806",39.60,38.53
PowerShares DB Silver Fd,DBS,25.00,"6,329",25.61,24.89
PwrShs DB USD Bearish,UDN,22.85,"680,873",23.14,22.82
PwrShs DB USD Bullish,UUP,23.61,"3,355,077",23.63,23.29
PowerSh Dyn Biotech,PBE,49.22,"72,614",50.84,48.08
PowerSh Dyn Bldg&Const;,PKB,31.23,"263,605",31.44,30.65
PowerShares Dyn Engy Expl,PXE,21.20,"28,172",21.39,20.60
PowerSh Dyn Food&Bev;,PBJ,32.24,"29,046",32.35,31.56
PowerShs Dynamic LC Val,PWV,36.50,"377,451",36.69,35.82
PowerShs Dynamic Leisure,PEJ,44.53,"19,750",45.06,43.97
PowerSh Dynamic Mkt,PWC,95.64,"8,204",97.38,94.13
PowerShs Dynamic Media,PBS,29.34,"109,258",30.14,28.95
PowerSh Dyn Networking,PXQ,49.53,"31,409",50.70,48.60
PowerSh Dynamic Oil Svs,PXJ,8.56,"113,076",8.85,8.35
PowerSh Dynamic Pharm,PJP,62.40,"119,123",62.80,61.04
PowerSh Dynamic Retail,PMR,36.14,"2,918",36.14,35.22
PowerSh Dyn Semiconductor,PSI,52.85,"305,695",55.62,51.50
PowerShares Dyn Software,PSJ,69.41,"60,716",71.78,67.56
PwrShrs Emerg Infrastruc,PXR,36.96,"3,452",36.96,36.55
PwrShs Emrg Mkts Sov Debt,PCY,28.19,"5,003,973",28.27,27.86
PwrShs Ex Trd FTSE RAFI,PRF,110.18,"877,147",110.90,108.19
PowerSh Dyn LC Growth,PWB,42.76,"160,164",43.66,41.78
PowerShares Finl Pfd,PGF,18.55,"972,720",18.60,18.49
FTSE RAFI As Pac exJpn,PAF,56.60,"6,660",57.42,56.51
PwrShrs FTSE RAFI ex-U.S.,PXF,44.65,"331,354",44.78,43.77
Pwrsh FTSE Dev Mkt xUS,PDN,34.09,"900,711",34.16,33.13
PowerSh FTSE RAFI EM,PXH,23.51,"1,034,495",23.64,22.94
Pwrshs Fundm H Y F Cp Bd,PHB,18.51,"3,400,948",18.54,18.43
FundInvGradeCorpBdPort,PFIG,24.91,"119,791",24.94,24.77
PwrShrs Glbl Clean Energy,PBD,12.88,"22,907",13.26,12.65
PwrShs Glbl Lstd Prvt Eq,PSP,12.04,"429,024",12.19,11.94
PowerShares Gl Shrt Tm,PGHY,23.61,"165,653",23.70,23.58
PowerShares India,PIN,25.13,"282,387",25.14,24.66
PwrShs Intl Corp Bd Ptf,PICB,27.83,"129,967",28.00,27.66
PowerSh Natl AMT-Fr Muni,PZA,25.15,"939,192",25.18,25.02
PowerSh NY AMT-Fr Mun Bd,PZT,23.99,"25,588",24.00,23.87
PowerShares S&P; Emrg Hi,EEMO,20.87,"231,901",21.07,20.27
PowerShares S&P; Intl Dev,IDHQ,23.85,"25,203",23.89,23.39
PwrShrs Preferred,PGX,14.60,"5,744,886",14.61,14.53
PS Russell Midcap EW,EQWM,47.18,"9,318",47.30,46.36
PS Russell MC Pure Growth,PXMG,45.57,"88,985",46.61,44.60
PS Russell MC Pure Value,PXMV,30.24,"14,858",30.27,29.71
PwrSh Russ 1000 Equal Wt,EQAL,30.52,"137,136",30.66,30.03
PS Russell Top 200 EW,EQWL,52.00,"10,616",52.18,51.12
PS Russell Top 200 Pure G,PXLG,47.51,"52,754",48.45,46.32
PS Russell Top 200 Pure V,PXLV,37.64,"26,765",37.87,37.00
PS Russell 2000 EW,EQWS,42.35,"3,381",42.40,41.66
PS Russell 2000 Pure Grw,PXSG,33.22,"26,393",33.77,32.37
PS Russell 2000 Pure Val,PXSV,29.25,"16,748",29.50,28.97
PwrShs S&P; 500 Downside,PHDG,28.19,"20,407",28.82,28.15
PwrShs S&P; 500 High Divd,SPHD,39.43,"1,872,465",39.55,38.35
PS S&P; 500 Lo Voltl Prtf,SPLV,46.97,"11,581,602",47.18,45.89
PS S&P; Emg Mkts Low Vol,EELV,26.36,"163,817",26.47,26.00
PwrShrs S&P; 500 BuyWrite,PBP,21.08,"399,971",21.29,20.70
PowerSh S&P; 500 Enh Value,SPVU,33.80,"14,238",33.84,33.09
PowerShares S&P; 500 xRate,XRLV,33.80,"66,187",34.05,33.37
PowerSh S&P; 500 Hi Beta,SPHB,42.50,"883,545",43.33,41.50
PowerShares S&P; 500 Mom,SPMO,35.22,"29,226",35.96,34.56
PowerShares S&P; 500 Qual,SPHQ,29.84,"530,728",30.07,29.31
PowerShares S&P; Intl Dev,IDLV,33.15,"419,424",33.25,32.61
PowerShares S&P; Intl Dev,IDMO,27.81,271,28.03,27.81
S&P; 400 Low Volatility,XMLV,44.79,"889,942",44.88,43.49
PwrSh S&P; 600 Low Vol,XSLV,45.01,"542,991",45.35,44.07
PowerShares Sr Loan Ptf,BKLN,23.13,"23,319,710",23.13,23.07
PowerSh Taxable Mun Bd,BAB,30.13,"1,241,775",30.14,29.56
Pwrsh Treasury Coll,CLTL,105.68,"3,776",105.70,105.61
PowerShares Variable Rate,VRP,25.17,"835,410",25.23,25.07
PwrSh VRDO Tax-Free Wkly,PVI,24.84,"99,282",24.94,24.84
PowerSh WildrHil Clean,PBW,25.00,"62,410",25.50,24.31
PwrShs WldrHll Prgrs Ergy,PUW,25.39,"3,459",25.39,24.83
PwrShrs Zacks Micro Cap,PZI,18.97,"5,324",19.06,18.64
PPDAI Group ADR,PPDF,7.45,"1,780,261",8.04,7.11
PPG Industries,PPG,111.60,"5,916,384",113.92,109.94
PPL Cap Funding Notes,PPX,25.29,"47,816",25.37,25.22
PPL Corp,PPL,28.29,"26,361,311",28.55,27.18
PPTY - US Divrs Real Est,PPTY,25.28,"1,598",25.28,25.09
PQ Group Holdings,PQG,13.97,"1,247,043",15.21,13.52
Praxair,PX,144.30,"4,596,937",147.15,140.26
Precision Drilling,PDS,2.77,"4,640,394",2.90,2.66
Preferred Apt Cmnts,APTS,14.19,"1,622,317",14.33,13.60
